Viral_contig	length	Viral_Cluster	habitat	Lat	Lon
haib17CEM4890_H2NYMCCXY_SL254850_NODE_1659_length_9439_cov_36.0061	9439	1255	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254838_NODE_807_length_12466_cov_19.9714	12466	1256	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254850_NODE_1533_length_9959_cov_150.978	9959	1256	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254838_NODE_814_length_12396_cov_18.3903	12396	1257	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254850_NODE_2280_length_7718_cov_8.15855	7718	1257	Brazil	-22.90970426	-43.23390238
REF:Bacilli_gi_485065280-0-31990	31990	1258	Bacilli_gi_485065280-0-31990	prophage	prophage
haib17CEM4890_H2NYMCCXY_SL254838_NODE_827_length_12263_cov_6.87336	12263	1258	Brazil	-22.90970426	-43.23390238
3300011945_____Ga0120892_100137	37350	1259	Engineered-subway	40.71	-73.79
haib17CEM4890_H2NYMCCXY_SL254838_NODE_910_length_11605_cov_5.51169	11605	1259	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254838_NODE_95_length_46216_cov_19.67	46216	1260	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254850_NODE_1437_length_10392_cov_183.853	10392	1260	Brazil	-22.90970426	-43.23390238
haib17CEM5106_HCV72CCXY_SL269792_NODE_673_length_15881_cov_6.35587	15881	1261	USA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254841_NODE_2185_length_7218_cov_6.76393	7218	1261	Nigeria	8.1548016	4.726405
haib17CEM4890_H2NYMCCXY_SL254845_NODE_36_length_11088_cov_23.7723	11088	1262	NA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254842_NODE_523_length_9130_cov_24.2975	9130	1262	NA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254843_NODE_1040_length_24165_cov_56.9039	24165	1263	Nigeria	8.1561445	4.7247807
haib17KIU4866_H7HJMCCXY_SL272790_NODE_1299_length_7095_cov_8.2142	7095	1263	Nigeria	8.4843933	4.5629666
haib17KIU4866_H7HJMCCXY_SL272785_NODE_679_length_11355_cov_21.0781	11355	1264	Nigeria	8.4847149	4.5626554
haib17CEM4890_H2NYMCCXY_SL254844_NODE_1157_length_6711_cov_5.19561	6711	1264	NA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254844_NODE_563_length_10924_cov_5.97755	10924	1265	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263653_NODE_1190_length_6703_cov_70.0656	6703	1265	NA	NA	NA
haib17CEM5106_HCY5HCCXY_SL270925_NODE_377_length_15368_cov_6.3881	15368	1266	UK	51.52197932	-0.046455251
haib17CEM4890_H2NYMCCXY_SL254849_NODE_1474_length_5451_cov_4.12213	5451	1266	Brazil	-22.90501773	-43.19094441
REF:Gammaproteobacteria_gi_381402589-11793-41622	29829	1267	Gammaproteobacteria_gi_381402589-11793-41622	prophage	prophage
haib17CEM4890_H2NYMCCXY_SL254849_NODE_1483_length_5423_cov_45.6848	5423	1267	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H2NYMCCXY_SL254850_NODE_1228_length_11341_cov_12.0446	11341	1268	Brazil	-22.90970426	-43.23390238
haib17CEM5106_HCY5HCCXY_SL271171_NODE_6_length_5189_cov_5.24912	5189	1268	UK	51.5149791	-0.301471777
haib17CEM4890_H2NYMCCXY_SL254850_NODE_25_length_100605_cov_15.3136	100605	1269	Brazil	-22.90970426	-43.23390238
3300012222_____Ga0118543_100214	5829	1269	Host-human	0	0
haib17CEM4890_H2NYMCCXY_SL254850_NODE_49_length_64646_cov_33.9404	64646	1270	Brazil	-22.90970426	-43.23390238
haib17DB4959_HMCMJCCXY_SL336180_NODE_433_length_6687_cov_6.69692	6687	1270	Japan	35.659279	139.700643
haib17CEM4890_H2NYMCCXY_SL254850_NODE_544_length_17890_cov_7.48523	17890	1271	Brazil	-22.90970426	-43.23390238
3300012565_____Ga0118260_100334	6491	1271	Host-human	0	0
haib17CEM4890_H2NYMCCXY_SL254851_NODE_20_length_60294_cov_1863.43	60294	1272	USA	NA	NA
3300013921_____Ga0121431_100291	9625	1272	Engineered-subway	40.76	-73.96
haib17CEM4890_H2NYMCCXY_SL254852_NODE_234_length_30030_cov_17.0241	30030	1273	NA	NA	NA
haib17CEM5106_HCY5HCCXY_SL270961_NODE_1660_length_5442_cov_5.43327	5442	1273	UK	51.50115697	-0.124793827
haib17CEM5106_HCV72CCXY_SL269772_NODE_115_length_40063_cov_6.77195	40063	1274	USA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254852_NODE_430_length_16089_cov_41.5353	16089	1274	NA	NA	NA
3300011223_____Ga0122792_100146	27906	1275	Engineered-subway	40.88	-73.86
haib17CEM4890_H2NYMCCXY_SL254854_NODE_2681_length_8413_cov_6.31084	8413	1275	Nigeria	8.1545849	4.726505
haib17CEM4890_H2NYMCCXY_SL254854_NODE_531_length_26252_cov_14.0576	26252	1276	Nigeria	8.1545849	4.726505
haib17CEM5106_HCV72CCXY_SL269751_NODE_850_length_5191_cov_9.39486	5191	1276	USA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254856_NODE_222_length_18470_cov_24.3017	18470	1277	USA	40.70856591	-73.95789254
haib17KIU4866_HMCMJCCXY_SL335940_NODE_745_length_7457_cov_7.60065	7457	1277	Portugal	NA	NA
haib17CEM4890_H2NYMCCXY_SL254858_NODE_54_length_26935_cov_28.5732	26935	1278	NA	NA	NA
haib17CEM5106_HCCGHCCXY_SL270429_NODE_333_length_5147_cov_4.00432	5147	1278	UK	51.52982887	-0.185609035
haib17CEM4890_H2NYMCCXY_SL254860_NODE_299_length_7291_cov_7.60088	7291	1279	Brazil	-22.90970426	-43.23390238
haib17CEM4890_HKC32ALXX_SL254738_NODE_802_length_5579_cov_6.37907	5579	1279	Japan	35.60114535	139.6846081
3300013678_____Ga0121196_100047	10457	1280	Engineered-subway	40.67	-73.87
haib17CEM4890_H2NYMCCXY_SL254861_NODE_1683_length_7939_cov_44.993	7939	1280	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H2NYMCCXY_SL254861_NODE_1870_length_7451_cov_26.5788	7451	1281	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H2NYMCCXY_SL254861_NODE_2740_length_5709_cov_22.6694	5709	1281	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H2NYMCCXY_SL254861_NODE_189_length_30226_cov_50.5487	30226	1282	Brazil	-22.90501773	-43.19094441
3300011835_____Ga0122174_100925	5207	1282	Engineered-subway	40.73	-73.99
REF:Gammaproteobacteria_gi_490926086	32860	1283	Gammaproteobacteria_gi_490926086	prophage	prophage
haib17CEM4890_H2NYMCCXY_SL254861_NODE_2236_length_6626_cov_6.8918	6626	1283	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H2NYMCCXY_SL254861_NODE_2238_length_6624_cov_39.6467	6624	1284	Brazil	-22.90501773	-43.19094441
3300014738_____Ga0121361_100386	6228	1284	Engineered-subway	40.64	-74.01
3300013375_____Ga0121239_100038	34862	1285	Engineered-subway	40.7	-73.93
haib17CEM4890_H2NYMCCXY_SL254861_NODE_2536_length_6006_cov_5.25441	6006	1285	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H2NYMCCXY_SL254861_NODE_382_length_20585_cov_16.4788	20585	1286	Brazil	-22.90501773	-43.19094441
3300014727_____Ga0121476_100369	6999	1286	Engineered-subway	40.75	-73.97
haib17CEM4890_H2NYMCCXY_SL254861_NODE_421_length_19553_cov_18.0594	19553	1287	Brazil	-22.90501773	-43.19094441
3300014727_____Ga0121476_100382	6563	1287	Engineered-subway	40.75	-73.97
haib17CEM4890_H2NYMCCXY_SL254861_NODE_475_length_18316_cov_17.5071	18316	1288	Brazil	-22.90501773	-43.19094441
3300014727_____Ga0121476_100437	5384	1288	Engineered-subway	40.75	-73.97
3300014699_____Ga0121455_100094	43466	1289	Engineered-subway	40.84	-73.93
haib17CEM4890_H2NYMCCXY_SL254861_NODE_526_length_17150_cov_28.2447	17150	1289	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H3KHWCCXY_SL263332_NODE_1_length_23450_cov_34.4197	23450	1290	Portugal	NA	NA
haib17CEM4890_H3KHWCCXY_SL263341_NODE_5_length_7758_cov_7.80345	7758	1290	Portugal	NA	NA
haib17CEM4890_H75CGCCXY_SL263652_NODE_576_length_23286_cov_9.21131	23286	1291	New_Zealand	NA	NA
haib17CEM4890_H75CGCCXY_SL263640_NODE_324_length_23247_cov_24.4998	23247	1291	New_Zealand	NA	NA
haib17CEM5106_HCY5JCCXY_SL269610_NODE_109_length_47686_cov_39.9452	47686	1292	#N/A	#N/A	#N/A
haib17CEM4890_H75CGCCXY_SL263641_NODE_569_length_10735_cov_5.04513	10735	1292	NA	NA	NA
3300011477_____Ga0120895_100097	29833	1293	Engineered-subway	40.79	-73.97
haib17CEM4890_H75CGCCXY_SL263641_NODE_698_length_8425_cov_4.27778	8425	1293	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263642_NODE_195_length_15590_cov_15.4713	15590	1294	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263666_NODE_272_length_12790_cov_12.4584	12790	1294	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263642_NODE_75_length_30395_cov_14.2533	30395	1295	NA	NA	NA
3300011740_____Ga0120827_100920	7327	1295	Engineered-subway	40.64	-74.06
3300012648_____Ga0120879_100456	11906	1296	Engineered-subway	40.74	-73.88
haib17CEM4890_H75CGCCXY_SL263652_NODE_1471_length_11690_cov_7.7052	11690	1296	New_Zealand	NA	NA
3300011209_____Ga0122297_100384	14379	1297	Engineered-subway	40.68	-73.91
haib17CEM4890_H75CGCCXY_SL263652_NODE_1661_length_10709_cov_6.46424	10709	1297	New_Zealand	NA	NA
haib17CEM4890_H75CGCCXY_SL263652_NODE_588_length_22755_cov_8.01714	22755	1298	New_Zealand	NA	NA
haib17CEM5106_HCV72CCXY_SL269760_NODE_1259_length_6716_cov_10.5196	6716	1298	USA	NA	NA
haib17CEM4890_H75CGCCXY_SL263652_NODE_763_length_18790_cov_8.57635	18790	1299	New_Zealand	NA	NA
2029527003_____APTF_contig08019	6440	1299	Host-arthropoda	9.1167	-79.7
haib17CEM4890_H75CGCCXY_SL263653_NODE_133_length_51786_cov_7.93627	51786	1300	NA	NA	NA
haib17KIU4866_H7HJMCCXY_SL272827_NODE_296_length_12768_cov_31.8539	12768	1300	Portugal	NA	NA
haib17CEM4890_H75CGCCXY_SL263653_NODE_248_length_32058_cov_7.41824	32058	1301	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263665_NODE_341_length_17586_cov_9.02635	17586	1301	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263653_NODE_650_length_13247_cov_74.402	13247	1302	NA	NA	NA
haib17CEM5241_HMGMHCCXY_SL343348_NODE_126_length_8865_cov_5.79342	8865	1302	Singapore	1.43036	103.835345
haib17CEM4890_H75CGCCXY_SL263654_NODE_360_length_12801_cov_6.25333	12801	1303	NA	NA	NA
3300011713_____Ga0120847_100976	6608	1303	Engineered-subway	40.78	-73.98
haib17CEM4890_H75CGCCXY_SL263662_NODE_153_length_18518_cov_6.06429	18518	1304	New_Zealand	NA	NA
haib17CEM4890_H75CGCCXY_SL263699_NODE_810_length_6194_cov_3.71673	6194	1304	New_Zealand	NA	NA
haib17CEM4890_H75CGCCXY_SL263666_NODE_291_length_11625_cov_78.3804	11625	1305	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263667_NODE_234_length_6692_cov_7.73663	6692	1305	Portugal	NA	NA
haib17CEM4890_H75CGCCXY_SL263677_NODE_204_length_30744_cov_6.07651	30744	1306	NA	NA	NA
haib17CEM5106_HCVMTCCXY_SL269526_NODE_1245_length_5583_cov_5.53726	5583	1306	USA	NA	NA
3300013104_____Ga0157370_10018396	7029	1307	Host-plants	42.3948	-85.3738
haib17CEM4890_H75CGCCXY_SL263677_NODE_2428_length_5315_cov_4.33802	5315	1307	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263677_NODE_428_length_19418_cov_8.11243	19418	1308	NA	NA	NA
haib17KIU4866_HMCMJCCXY_SL335963_NODE_233_length_18571_cov_317.194	18571	1308	Portugal	NA	NA
haib17CEM4890_H75CGCCXY_SL263678_NODE_155_length_21176_cov_8.75688	21176	1309	NA	NA	NA
3300011230_____Ga0122837_100659	10195	1309	Engineered-subway	40.57	-73.97
haib17CEM4890_H75CGCCXY_SL263701_NODE_555_length_11406_cov_7.32288	11406	1310	NA	NA	NA
3300014736_____Ga0121262_100564	7863	1310	Engineered-subway	40.7	-73.82
3300011906_____Ga0122201_101085	8545	1311	Engineered-subway	0	0
haib17CEM4890_H75CGCCXY_SL263702_NODE_640_length_7631_cov_4.74987	7631	1311	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263721_NODE_110_length_47513_cov_42.4478	47513	1312	New_Zealand	NA	NA
haib17CEM4890_H75CGCCXY_SL263713_NODE_1108_length_12565_cov_5.9307	12565	1312	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263713_NODE_448_length_24881_cov_6.58354	24881	1313	NA	NA	NA
haib17KIU4866_HMCMJCCXY_SL335944_NODE_750_length_6793_cov_3.94924	6793	1313	Portugal	NA	NA
haib17CEM4890_H75CGCCXY_SL263714_NODE_119_length_45876_cov_18.6748	45876	1314	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263716_NODE_83_length_38059_cov_8.29568	38059	1314	Portugal	NA	NA
3300012274_____Ga0121609_100195	24013	1315	Engineered-subway	40.59	-73.79
haib17CEM4890_H75CGCCXY_SL263714_NODE_1297_length_7302_cov_5.99696	7302	1315	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263714_NODE_132_length_43415_cov_18.8069	43415	1316	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263716_NODE_751_length_5294_cov_8.50659	5294	1316	Portugal	NA	NA
haib17CEM4890_H75CGCCXY_SL263714_NODE_1334_length_7146_cov_18.9529	7146	1317	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263716_NODE_446_length_7146_cov_9.02285	7146	1317	Portugal	NA	NA
3300011830_____Ga0120712_100311	22627	1318	Engineered-subway	40.63	-73.96
haib17CEM4890_H75CGCCXY_SL263714_NODE_1540_length_6374_cov_6.43551	6374	1318	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263714_NODE_401_length_18707_cov_8.17001	18707	1319	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263716_NODE_478_length_6892_cov_4.02633	6892	1319	Portugal	NA	NA
haib17CEM4890_H75CGCCXY_SL263714_NODE_651_length_12894_cov_10.3816	12894	1320	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263716_NODE_580_length_6135_cov_4.49375	6135	1320	Portugal	NA	NA
haib17CEM4890_H75CGCCXY_SL263714_NODE_696_length_12215_cov_18.4603	12215	1321	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263716_NODE_251_length_10515_cov_9.05793	10515	1321	Portugal	NA	NA
REF:Gammaproteobacteria_gi_556497781-952920-979866	26946	1322	Gammaproteobacteria_gi_556497781-952920-979866	prophage	prophage
haib17CEM4890_H75CGCCXY_SL263714_NODE_720_length_11868_cov_6.37594	11868	1322	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263714_NODE_83_length_58298_cov_25.33	58298	1323	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263716_NODE_60_length_53947_cov_10.8801	53947	1323	Portugal	NA	NA
3300007942_____Ga0114264_100044	29460	1324	Host-human	39.0042816	-77.1012173
haib17CEM4890_H75CGCCXY_SL263715_NODE_115_length_5494_cov_5.90072	5494	1324	Portugal	NA	NA
7000000061_____SRS014888_WUGC_scaffold_35774	13311	1325	Host-human	39.0042816	-77.1012173
haib17CEM4890_H75CGCCXY_SL263717_NODE_8_length_10119_cov_6.8913	10119	1325	USA	38.5645315	-121.4708141
haib17CEM4890_H75CGCCXY_SL263722_NODE_176_length_9519_cov_163.482	9519	1326	New_Zealand	NA	NA
haib17CEM4890_H75CGCCXY_SL263723_NODE_182_length_9519_cov_199.252	9519	1326	New_Zealand	NA	NA
haib17CEM4890_H75CGCCXY_SL263722_NODE_256_length_6680_cov_48.9647	6680	1327	New_Zealand	NA	NA
haib17CEM4890_H75CGCCXY_SL263723_NODE_247_length_6680_cov_61.4792	6680	1327	New_Zealand	NA	NA
haib17CEM4890_H75CGCCXY_SL263723_NODE_121_length_13451_cov_110.408	13451	1328	New_Zealand	NA	NA
haib17CEM4890_H75CGCCXY_SL263722_NODE_287_length_5773_cov_157.463	5773	1328	New_Zealand	NA	NA
haib17CEM4890_H75CGCCXY_SL263726_NODE_120_length_35473_cov_9.08922	35473	1329	NA	NA	NA
haib17CEM4890_H75CGCCXY_SL263727_NODE_651_length_5540_cov_3.32707	5540	1329	Portugal	NA	NA
haib17CEM4890_H7KYMCCXY_SL273035_NODE_1_length_41177_cov_22.0052	41177	1330	USA	NA	NA
haib17CEM4890_H7KYMCCXY_SL273037_NODE_209_length_8203_cov_3.75884	8203	1330	USA	NA	NA
haib17CEM4890_H7KYMCCXY_SL273038_NODE_7_length_35749_cov_16.8039	35749	1331	USA	NA	NA
haib17CEM4890_H7KYMCCXY_SL273037_NODE_539_length_5104_cov_4.62131	5104	1331	USA	NA	NA
haib17CEM4890_H7KYMCCXY_SL273090_NODE_42_length_54986_cov_7.8225	54986	1332	Germany	52.510608	13.4904944
haib17CEM4890_H7KYMCCXY_SL273043_NODE_83_length_37716_cov_9.47179	37716	1332	Germany	NA	NA
haib17CEM4890_H7KYMCCXY_SL273082_NODE_209_length_8815_cov_23.5788	8815	1333	USA	NA	NA
haib17CEM4890_H7KYMCCXY_SL273070_NODE_3_length_8055_cov_11.9106	8055	1333	USA	NA	NA
haib17CEM4890_H7KYMCCXY_SL273091_NODE_161_length_10641_cov_32.1135	10641	1334	USA	NA	NA
3300004634_____Ga0066906_10002391	10191	1334	Engineered-other	38.5402	-121.75
haib17CEM4890_HKC32ALXX_SL254761_NODE_3510_length_7363_cov_14.4793	7363	1335	Japan	35.60114099	139.6846014
haib17CEM4890_H7KYMCCXY_SL273097_NODE_5_length_7309_cov_6.10766	7309	1335	USA	NA	NA
haib17CEM4890_H7KYMCCXY_SL273105_NODE_3_length_46117_cov_10.0216	46117	1336	USA	NA	NA
haib18CEM5526_HMGMHCCXY_SL343415_NODE_146_length_5837_cov_8.08855	5837	1336	Switzerland	8.56645	47.363998
REF:2595698933_____2595727915	29202	1337	Propionibacterium phage P105	REF	REF
haib17CEM4890_HKC32ALXX_SL254675_NODE_1685_length_6419_cov_8.47187	6419	1337	Colombia	4.65741375	-74.06223392
haib17CEM4890_HKC32ALXX_SL254675_NODE_2_length_58014_cov_12.8363	58014	1338	Colombia	4.65741375	-74.06223392
haib18CEM5453_HNHKFCCXY_SL345443_NODE_89_length_8255_cov_7.32915	8255	1338	Hong_Kong	22.43091	114.237461
haib17KIU4866_H7HJMCCXY_SL272827_NODE_92_length_50211_cov_32.2964	50211	1339	Portugal	NA	NA
haib17CEM4890_HKC32ALXX_SL254676_NODE_1011_length_12009_cov_6.088	12009	1339	Colombia	4.6824383	-74.1220166
haib17CEM4890_HKC32ALXX_SL254691_NODE_30_length_24768_cov_14.3392	24768	1340	Japan	35.60115407	139.684639
haib17CEM4890_HKC32ALXX_SL254678_NODE_460_length_19516_cov_11.9877	19516	1340	Japan	35.60114099	139.6846014
haib17CEM4890_HKC32ALXX_SL254762_NODE_1557_length_7256_cov_10.2489	7256	1341	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254679_NODE_1049_length_5847_cov_7.29627	5847	1341	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254762_NODE_1453_length_7521_cov_8.47937	7521	1342	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254679_NODE_1240_length_5279_cov_5.76742	5279	1342	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254679_NODE_1289_length_5143_cov_80.3972	5143	1343	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254762_NODE_3070_length_5104_cov_117.782	5104	1343	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254762_NODE_89_length_35603_cov_21.6548	35603	1344	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254679_NODE_150_length_27013_cov_15.5664	27013	1344	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254679_NODE_29_length_58862_cov_81.1132	58862	1345	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254762_NODE_37_length_58862_cov_108.427	58862	1345	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254679_NODE_385_length_12308_cov_26.0899	12308	1346	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254762_NODE_582_length_12305_cov_38.8504	12305	1346	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254679_NODE_87_length_36963_cov_23.5431	36963	1347	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254762_NODE_143_length_26030_cov_26.5842	26030	1347	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254762_NODE_162_length_24038_cov_7.75708	24038	1348	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254679_NODE_910_length_6350_cov_5.88403	6350	1348	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254701_NODE_91_length_21237_cov_6.98258	21237	1349	Japan	35.60088801	139.6848696
haib17CEM4890_HKC32ALXX_SL254680_NODE_3258_length_5311_cov_280.131	5311	1349	Nigeria	8.4845372	4.5629353
haib17CEM4890_HKC32ALXX_SL254681_NODE_303_length_52200_cov_736.56	52200	1350	Nigeria	8.4575553	4.5769546
haib17CEM4890_HKC32ALXX_SL254696_NODE_85_length_26584_cov_9.20336	26584	1350	Germany	NA	NA
haib17CEM4890_HKC32ALXX_SL254701_NODE_102_length_20559_cov_50.6365	20559	1351	Japan	35.60088801	139.6848696
haib17CEM4890_HKC32ALXX_SL254689_NODE_15_length_16234_cov_16.3323	16234	1351	Japan	35.60088801	139.6848696
haib17CEM4890_HKC32ALXX_SL254689_NODE_2_length_24496_cov_15.5127	24496	1352	Japan	35.60088801	139.6848696
haib17CEM4890_HKC32ALXX_SL254701_NODE_541_length_10995_cov_57.7944	10995	1352	Japan	35.60088801	139.6848696
haib17CEM4890_HKC32ALXX_SL254701_NODE_576_length_10735_cov_8.87294	10735	1353	Japan	35.60088801	139.6848696
haib17CEM4890_HKC32ALXX_SL254692_NODE_2346_length_5371_cov_4.62246	5371	1353	Nigeria	8.4845658	4.5629467
haib17CEM4890_HKC32ALXX_SL254740_NODE_2334_length_5232_cov_109.186	5232	1354	Nigeria	8.484622	4.5629485
haib17CEM4890_HKC32ALXX_SL254692_NODE_2403_length_5230_cov_9.36251	5230	1354	Nigeria	8.4845658	4.5629467
haib17CEM4890_HKC32ALXX_SL254692_NODE_361_length_25916_cov_73.2136	25916	1355	Nigeria	8.4845658	4.5629467
3300014774_____Ga0121715_1001124	7639	1355	Engineered-subway	40.87	-73.88
haib17CEM4890_HKC32ALXX_SL254740_NODE_159_length_37982_cov_9.52561	37982	1356	Nigeria	8.484622	4.5629485
haib17CEM4890_HKC32ALXX_SL254692_NODE_657_length_16883_cov_15.2189	16883	1356	Nigeria	8.4845658	4.5629467
haib17CEM4890_HKC32ALXX_SL254740_NODE_302_length_27213_cov_13.9588	27213	1357	Nigeria	8.484622	4.5629485
haib17CEM4890_HKC32ALXX_SL254692_NODE_734_length_15657_cov_17.8782	15657	1357	Nigeria	8.4845658	4.5629467
haib17CEM4890_HKC32ALXX_SL254764_NODE_472_length_30205_cov_12.8617	30205	1358	Nigeria	8.484801667	4.563061667
haib17CEM4890_HKC32ALXX_SL254692_NODE_741_length_15550_cov_5.53456	15550	1358	Nigeria	8.4845658	4.5629467
haib17CEM5106_HCV72CCXY_SL269798_NODE_635_length_14340_cov_9.13581	14340	1359	USA	NA	NA
haib17CEM4890_HKC32ALXX_SL254696_NODE_2276_length_5205_cov_6.03573	5205	1359	Germany	NA	NA
haib17CEM4890_HKC32ALXX_SL254757_NODE_371_length_6861_cov_6.41772	6861	1360	Chile_	-33.49929728	-70.61579883
haib17CEM4890_HKC32ALXX_SL254697_NODE_1480_length_5256_cov_6.13709	5256	1360	Chile_	-33.519781	-70.599615
haib17CEM4890_HKC32ALXX_SL254714_NODE_82_length_29096_cov_13.79	29096	1361	Japan	35.60086184	139.6849179
haib17CEM4890_HKC32ALXX_SL254701_NODE_359_length_13203_cov_6.70703	13203	1361	Japan	35.60088801	139.6848696
REF:Gammaproteobacteria_gi_507080321-2524261-2566866	42605	1362	Gammaproteobacteria_gi_507080321-2524261-2566866	prophage	prophage
haib17CEM4890_HKC32ALXX_SL254701_NODE_2345_length_5293_cov_9.21	5293	1362	Japan	35.60088801	139.6848696
haib17CEM4890_HKC32ALXX_SL254705_NODE_295_length_49015_cov_22.9088	49015	1363	Nigeria	8.4693646	4.5854401
haib17KIU4866_HMCMJCCXY_SL335936_NODE_80_length_48941_cov_24.8647	48941	1363	Portugal	NA	NA
haib17KIU4866_H7HJMCCXY_SL272774_NODE_367_length_15908_cov_7.47543	15908	1364	Nigeria	8.45758225	4.57680219
haib17CEM4890_HKC32ALXX_SL254706_NODE_2050_length_8469_cov_15.4744	8469	1364	Nigeria	8.4574433	4.5767166
haib17CEM4890_HKC32ALXX_SL254742_NODE_104_length_108710_cov_251.379	108710	1365	Nigeria	8.4847149	4.5626554
haib17CEM4890_HKC32ALXX_SL254706_NODE_476_length_38401_cov_12.3949	38401	1365	Nigeria	8.4574433	4.5767166
haib17CEM4890_HKC32ALXX_SL254716_NODE_256_length_36166_cov_8.14323	36166	1366	Nigeria	8.45760057	4.57681119
3300014666_____Ga0121365_100367	10074	1366	Engineered-subway	40.62	-74.02
haib17CEM4890_HKC32ALXX_SL254716_NODE_450_length_24417_cov_6.84098	24417	1367	Nigeria	8.45760057	4.57681119
3300013497_____Ga0121334_100338	12344	1367	Engineered-subway	40.83	-73.85
haib17CEM4890_HKC32ALXX_SL254718_NODE_431_length_28670_cov_42.8377	28670	1368	Nigeria	8.45759395	4.57679498
haib17CEM4890_HKC32ALXX_SL254718_NODE_2316_length_6766_cov_101.063	6766	1368	Nigeria	8.45759395	4.57679498
3300012997_____Ga0157359_1000094	25444	1369	Host-fungi	-22.847	-48.434
haib17CEM4890_HKC32ALXX_SL254718_NODE_2751_length_5888_cov_4.63586	5888	1369	Nigeria	8.45759395	4.57679498
haib17CEM4890_HKC32ALXX_SL254722_NODE_247_length_17421_cov_8.6629	17421	1370	Colombia	4.682993751	-74.05789425
3300018405_____Ga0194138_10005281	6029	1370	Freshwater	41.2451	-76.9856
haib17CEM4890_HKC32ALXX_SL254727_NODE_49_length_14769_cov_10.0893	14769	1371	Japan	35.60114535	139.6846081
haib17CEM4890_HKC32ALXX_SL254739_NODE_270_length_6122_cov_5.54673	6122	1371	Japan	35.60114535	139.6846081
haib17CEM4890_HKC32ALXX_SL254738_NODE_198_length_10692_cov_9.46122	10692	1372	Japan	35.60114535	139.6846081
haib17CEM4890_HKC32ALXX_SL254750_NODE_507_length_10692_cov_23.0158	10692	1372	Japan	35.60114535	139.6846081
haib17CEM4890_HKC32ALXX_SL254738_NODE_23_length_25532_cov_11.7891	25532	1373	Japan	35.60114535	139.6846081
